Date,Origin,Destination,Transport Mode,Quantity
2017-11-12,Mine D,Plant 1,Truck,277
2021-07-11,Mine A,Plant 4,Truck,864
2020-02-23,Mine C,Plant 1,Rail,748
2018-09-09,Mine B,Plant 1,Truck,366
2019-05-05,Mine C,Plant 2,Truck,694
2019-02-03,Mine D,Plant 3,Truck,322
2020-09-13,Mine D,Plant 3,Truck,930
2022-11-06,Mine C,Plant 4,Barge,986
2018-03-25,Mine C,Plant 3,Truck,451
2021-10-10,Mine A,Plant 2,Rail,602
2021-07-11,Mine D,Plant 2,Barge,277
2018-04-15,Mine B,Plant 4,Rail,764
2018-04-29,Mine D,Plant 4,Rail,271
2022-04-24,Mine A,Plant 2,Rail,289
2019-01-27,Mine C,Plant 2,Barge,567
2022-05-08,Mine A,Plant 4,Rail,736
2020-09-20,Mine C,Plant 4,Barge,984
2021-07-18,Mine B,Plant 1,Truck,271
2022-07-31,Mine B,Plant 3,Barge,653
2020-06-07,Mine D,Plant 1,Barge,255
2021-05-30,Mine A,Plant 4,Truck,588
2018-08-19,Mine C,Plant 4,Rail,625
2022-09-25,Mine C,Plant 2,Truck,700
2022-05-22,Mine D,Plant 1,Barge,291
2022-09-25,Mine B,Plant 1,Truck,542
2017-12-10,Mine C,Plant 3,Truck,846
2020-01-19,Mine B,Plant 4,Truck,859
2021-07-25,Mine C,Plant 2,Truck,388
2018-04-08,Mine D,Plant 1,Barge,948
2019-05-26,Mine A,Plant 3,Barge,702
2020-05-24,Mine A,Plant 1,Truck,555
2021-10-10,Mine B,Plant 2,Rail,644
2018-09-30,Mine B,Plant 4,Barge,362
2022-01-30,Mine B,Plant 2,Truck,642
2019-11-03,Mine D,Plant 3,Barge,707
2021-08-15,Mine B,Plant 3,Barge,196
2017-12-17,Mine B,Plant 2,Barge,500
2017-05-07,Mine B,Plant 3,Truck,984
2017-02-05,Mine A,Plant 3,Truck,707
2022-07-31,Mine A,Plant 1,Truck,625
2018-07-15,Mine A,Plant 4,Barge,392
2020-12-06,Mine C,Plant 2,Rail,906
2021-11-14,Mine B,Plant 1,Barge,622
2020-08-02,Mine D,Plant 1,Barge,697
2018-04-01,Mine B,Plant 1,Barge,271
2017-08-13,Mine D,Plant 4,Rail,963
2019-06-30,Mine C,Plant 4,Truck,295
2020-07-12,Mine C,Plant 3,Rail,360
2019-12-15,Mine C,Plant 3,Truck,936
2020-10-04,Mine C,Plant 2,Truck,272
2018-01-07,Mine C,Plant 2,Truck,964
2019-11-24,Mine C,Plant 4,Rail,676
2022-12-04,Mine B,Plant 1,Truck,103
2022-03-13,Mine D,Plant 3,Rail,316
2019-12-22,Mine B,Plant 4,Rail,142
2022-06-26,Mine B,Plant 4,Truck,649
2017-01-15,Mine C,Plant 2,Truck,270
2022-12-04,Mine A,Plant 2,Truck,400
2018-09-23,Mine C,Plant 2,Barge,542
2018-12-23,Mine A,Plant 2,Truck,681
2021-08-15,Mine D,Plant 4,Rail,833
2018-09-16,Mine D,Plant 2,Rail,487
2018-10-07,Mine D,Plant 4,Truck,686
2022-01-16,Mine B,Plant 3,Barge,321
2017-12-03,Mine D,Plant 3,Rail,239
2020-08-30,Mine D,Plant 4,Truck,928
2018-02-18,Mine C,Plant 3,Truck,951
2018-01-07,Mine D,Plant 2,Truck,287
2018-06-03,Mine B,Plant 1,Truck,842
2017-08-06,Mine C,Plant 1,Truck,405
2018-09-02,Mine D,Plant 2,Barge,900
2021-03-28,Mine B,Plant 4,Truck,119
2021-08-29,Mine B,Plant 4,Rail,683
2017-04-30,Mine B,Plant 1,Rail,404
2018-03-18,Mine C,Plant 1,Rail,837
2019-07-14,Mine C,Plant 1,Truck,499
2017-04-30,Mine A,Plant 1,Barge,548
2020-07-19,Mine B,Plant 3,Truck,944
2019-06-23,Mine C,Plant 1,Truck,890
2021-01-31,Mine D,Plant 3,Rail,131
2022-09-11,Mine D,Plant 4,Truck,124
2017-04-16,Mine D,Plant 1,Truck,826
2020-05-31,Mine C,Plant 1,Truck,360
2018-01-28,Mine D,Plant 3,Truck,856
2020-08-30,Mine B,Plant 2,Barge,805
2018-12-30,Mine D,Plant 2,Rail,300
2018-07-08,Mine A,Plant 4,Rail,516
2017-08-27,Mine A,Plant 4,Truck,881
2018-08-19,Mine D,Plant 3,Barge,152
2018-01-07,Mine D,Plant 3,Truck,732
2017-11-19,Mine D,Plant 1,Barge,214
2018-09-02,Mine B,Plant 1,Barge,417
2022-04-03,Mine C,Plant 4,Truck,200
2020-03-08,Mine A,Plant 4,Rail,841
2021-11-07,Mine D,Plant 4,Truck,629
2021-05-30,Mine C,Plant 2,Truck,784
2017-04-23,Mine A,Plant 3,Barge,503
2021-07-18,Mine D,Plant 3,Truck,548
2021-10-03,Mine B,Plant 3,Rail,691
2021-06-27,Mine D,Plant 1,Truck,645
2022-02-06,Mine C,Plant 3,Rail,121
2020-01-12,Mine D,Plant 3,Barge,572
2019-06-09,Mine A,Plant 4,Rail,397
2017-11-05,Mine B,Plant 4,Barge,417
2018-05-27,Mine A,Plant 4,Barge,741
2017-11-12,Mine D,Plant 2,Rail,791
2017-09-03,Mine B,Plant 1,Rail,812
2017-12-31,Mine A,Plant 1,Truck,352
2020-07-19,Mine A,Plant 2,Barge,760
2020-03-08,Mine D,Plant 2,Truck,172
2020-10-25,Mine B,Plant 1,Barge,682
2018-11-11,Mine C,Plant 2,Barge,664
2017-06-18,Mine D,Plant 3,Truck,712
2017-04-09,Mine D,Plant 2,Rail,736
2021-01-10,Mine C,Plant 2,Barge,258
2021-01-31,Mine D,Plant 4,Barge,428
2017-03-26,Mine C,Plant 2,Truck,617
2021-08-22,Mine B,Plant 2,Truck,668
2019-03-24,Mine A,Plant 1,Truck,276
2022-10-30,Mine D,Plant 3,Truck,534
2017-04-23,Mine D,Plant 1,Barge,819
2017-05-14,Mine D,Plant 1,Rail,873
2019-10-06,Mine D,Plant 2,Truck,754
2022-02-20,Mine D,Plant 3,Rail,429
2018-03-11,Mine D,Plant 3,Rail,447
2018-04-15,Mine A,Plant 3,Rail,973
2021-08-01,Mine A,Plant 1,Barge,920
2017-01-15,Mine C,Plant 1,Barge,715
2019-05-19,Mine A,Plant 4,Rail,466
2017-06-04,Mine C,Plant 4,Truck,970
2020-10-11,Mine A,Plant 3,Truck,980
2021-09-05,Mine C,Plant 1,Truck,978
2019-12-15,Mine D,Plant 3,Barge,862
2020-10-04,Mine A,Plant 2,Barge,234
2017-03-05,Mine D,Plant 1,Barge,158
2017-10-15,Mine A,Plant 4,Truck,143
2018-07-08,Mine B,Plant 1,Truck,322
2017-04-16,Mine A,Plant 1,Truck,917
2022-01-09,Mine A,Plant 3,Truck,578
2019-06-23,Mine A,Plant 1,Barge,392
2017-05-28,Mine C,Plant 2,Truck,808
2019-02-17,Mine A,Plant 3,Rail,535
2018-06-03,Mine B,Plant 2,Truck,387
2022-10-23,Mine A,Plant 4,Barge,507
2019-04-28,Mine A,Plant 4,Rail,949
2020-10-11,Mine B,Plant 4,Rail,345
2022-01-16,Mine C,Plant 4,Barge,897
2018-03-11,Mine C,Plant 2,Truck,254
2019-11-10,Mine D,Plant 3,Rail,911
2020-11-22,Mine A,Plant 2,Barge,995
2020-08-09,Mine D,Plant 3,Barge,698
2018-12-16,Mine D,Plant 2,Rail,190
2018-05-20,Mine B,Plant 2,Barge,181
2021-06-13,Mine A,Plant 4,Barge,473
2017-10-22,Mine D,Plant 3,Rail,316
2018-01-28,Mine C,Plant 1,Barge,931
2020-06-07,Mine B,Plant 2,Rail,852
2020-10-11,Mine A,Plant 1,Rail,479
2018-11-25,Mine D,Plant 4,Rail,483
2019-02-10,Mine B,Plant 3,Rail,370
2019-09-01,Mine D,Plant 4,Truck,890
2017-04-16,Mine C,Plant 2,Truck,880
2021-08-01,Mine A,Plant 4,Barge,243
2017-11-12,Mine D,Plant 3,Truck,157
2019-09-29,Mine B,Plant 2,Truck,878
2019-02-24,Mine B,Plant 1,Rail,812
2020-02-09,Mine C,Plant 1,Rail,448
2021-03-28,Mine D,Plant 2,Truck,806
2018-01-14,Mine D,Plant 3,Truck,545
2018-06-24,Mine C,Plant 1,Rail,919
2022-04-10,Mine B,Plant 3,Truck,731
2022-02-13,Mine D,Plant 1,Rail,842
2020-11-22,Mine A,Plant 1,Rail,895
2017-09-24,Mine D,Plant 1,Truck,270
2018-02-04,Mine A,Plant 2,Barge,530
2020-11-29,Mine A,Plant 3,Rail,950
2017-01-15,Mine D,Plant 2,Barge,160
2017-01-22,Mine A,Plant 3,Rail,424
2020-09-06,Mine A,Plant 4,Rail,485
2019-12-08,Mine D,Plant 3,Barge,799
2017-05-07,Mine C,Plant 1,Rail,522
2019-05-19,Mine B,Plant 1,Barge,103
2022-01-02,Mine B,Plant 2,Barge,796
2017-10-15,Mine D,Plant 4,Barge,296
2020-11-08,Mine B,Plant 4,Truck,961
2017-05-28,Mine A,Plant 4,Rail,969
2021-08-15,Mine B,Plant 1,Truck,944
2020-12-27,Mine A,Plant 2,Rail,330
2019-06-09,Mine B,Plant 2,Barge,245
2021-06-20,Mine B,Plant 2,Rail,137
2018-03-25,Mine D,Plant 2,Truck,650
2021-07-04,Mine A,Plant 2,Truck,797
2017-04-30,Mine A,Plant 3,Barge,828
2019-11-24,Mine D,Plant 3,Rail,602
2019-02-10,Mine A,Plant 2,Truck,133
2020-09-06,Mine C,Plant 3,Rail,246
2021-09-26,Mine A,Plant 1,Barge,557
2018-05-20,Mine B,Plant 2,Barge,165
2018-07-15,Mine C,Plant 2,Rail,514
2020-10-18,Mine C,Plant 4,Rail,562
2018-08-26,Mine D,Plant 2,Barge,827
2022-08-28,Mine B,Plant 1,Rail,409
2019-09-22,Mine D,Plant 1,Rail,346
2022-10-16,Mine A,Plant 1,Truck,130
2022-05-01,Mine B,Plant 4,Rail,581
2017-11-05,Mine A,Plant 4,Rail,297
2022-09-25,Mine A,Plant 1,Barge,322
2021-01-17,Mine B,Plant 2,Rail,497
2017-04-23,Mine C,Plant 3,Rail,239
2020-06-28,Mine A,Plant 2,Barge,341
2018-07-01,Mine D,Plant 2,Rail,525
2022-05-15,Mine D,Plant 3,Barge,897
2021-05-16,Mine D,Plant 2,Rail,126
2018-11-18,Mine C,Plant 1,Barge,925
2022-08-07,Mine A,Plant 3,Truck,844
2019-04-28,Mine D,Plant 1,Barge,259
2019-11-17,Mine D,Plant 1,Rail,655
2020-12-06,Mine D,Plant 2,Barge,410
2017-08-13,Mine B,Plant 1,Rail,280
2020-08-09,Mine B,Plant 2,Rail,117
2020-05-17,Mine B,Plant 3,Barge,304
2021-04-25,Mine D,Plant 2,Rail,626
2017-10-22,Mine B,Plant 1,Barge,229
2018-10-07,Mine A,Plant 3,Rail,111
2017-03-05,Mine C,Plant 4,Rail,418
2021-01-31,Mine C,Plant 1,Rail,407
2020-11-22,Mine A,Plant 2,Rail,726
2017-01-01,Mine A,Plant 2,Truck,229
2018-01-07,Mine B,Plant 2,Rail,412
2017-11-26,Mine C,Plant 4,Barge,969
2020-08-16,Mine C,Plant 2,Truck,848
2018-03-04,Mine A,Plant 2,Truck,820
2018-12-23,Mine A,Plant 3,Rail,766
2021-10-03,Mine D,Plant 4,Barge,545
2018-07-29,Mine B,Plant 3,Barge,437
2017-09-10,Mine B,Plant 2,Rail,433
2020-07-26,Mine D,Plant 2,Rail,483
2017-10-29,Mine D,Plant 2,Barge,219
2020-01-26,Mine C,Plant 4,Barge,227
2020-09-13,Mine D,Plant 4,Barge,459
2017-03-26,Mine D,Plant 3,Truck,734
2020-04-26,Mine D,Plant 1,Truck,172
2019-05-05,Mine B,Plant 4,Barge,667
2017-05-28,Mine B,Plant 3,Barge,749
2018-08-19,Mine D,Plant 4,Rail,266
2019-02-24,Mine C,Plant 1,Truck,868
2020-03-15,Mine C,Plant 2,Barge,643
2018-12-02,Mine B,Plant 1,Rail,391
2019-06-16,Mine A,Plant 1,Barge,687
2018-05-13,Mine D,Plant 3,Rail,186
2021-02-28,Mine D,Plant 2,Truck,557
2021-08-01,Mine C,Plant 4,Truck,542
2022-04-17,Mine C,Plant 1,Truck,689
2017-07-09,Mine D,Plant 1,Barge,299
2020-01-19,Mine B,Plant 4,Truck,984
2021-03-28,Mine D,Plant 4,Rail,329
2022-04-17,Mine D,Plant 2,Barge,576
2022-01-23,Mine A,Plant 2,Truck,645
2022-02-06,Mine D,Plant 3,Rail,661
2021-11-14,Mine A,Plant 4,Truck,873
2021-01-24,Mine D,Plant 4,Barge,844
2019-06-30,Mine B,Plant 2,Truck,383
2018-06-17,Mine A,Plant 1,Barge,341
2021-09-19,Mine C,Plant 3,Truck,232
2021-03-14,Mine B,Plant 3,Rail,737
2017-01-22,Mine B,Plant 4,Rail,581
2022-01-02,Mine A,Plant 3,Truck,674
2019-08-18,Mine D,Plant 1,Rail,363
2019-10-13,Mine C,Plant 4,Rail,606
2019-07-28,Mine D,Plant 4,Barge,759
2020-02-09,Mine D,Plant 3,Truck,123
2018-11-18,Mine D,Plant 4,Rail,361
2017-02-26,Mine D,Plant 3,Barge,189
2022-08-28,Mine D,Plant 3,Rail,439
2021-12-26,Mine C,Plant 2,Rail,804
2021-01-31,Mine A,Plant 2,Truck,538
2022-01-23,Mine B,Plant 2,Rail,439
2017-12-10,Mine B,Plant 3,Barge,263
2019-10-20,Mine D,Plant 4,Barge,343
2017-06-04,Mine C,Plant 4,Rail,871
2020-09-20,Mine A,Plant 4,Rail,608
2017-07-02,Mine C,Plant 4,Barge,586
2022-08-14,Mine B,Plant 1,Barge,549
2018-11-04,Mine A,Plant 1,Rail,951
2022-08-28,Mine C,Plant 3,Rail,847
2022-11-13,Mine A,Plant 4,Barge,375
2019-02-17,Mine B,Plant 3,Truck,687
2022-01-30,Mine D,Plant 1,Truck,911
2019-06-30,Mine B,Plant 1,Barge,444
2020-06-28,Mine A,Plant 3,Truck,872
2021-11-28,Mine D,Plant 4,Barge,419
2022-05-08,Mine C,Plant 2,Barge,584
2021-10-10,Mine D,Plant 3,Barge,582
2021-06-13,Mine A,Plant 2,Truck,599
2020-10-11,Mine C,Plant 4,Truck,586
2020-04-12,Mine A,Plant 4,Truck,899
2018-04-29,Mine D,Plant 3,Barge,199
2018-12-30,Mine D,Plant 3,Rail,799
2020-01-19,Mine C,Plant 4,Rail,599
2020-02-09,Mine B,Plant 1,Truck,262
2020-03-29,Mine A,Plant 4,Truck,447
2019-09-15,Mine A,Plant 3,Rail,664
2022-08-14,Mine A,Plant 4,Barge,167
2017-11-05,Mine D,Plant 3,Barge,933
2017-07-16,Mine B,Plant 4,Barge,243
2021-09-12,Mine A,Plant 1,Truck,997
2022-12-04,Mine D,Plant 4,Truck,972
2020-12-13,Mine C,Plant 2,Rail,353
2019-07-21,Mine A,Plant 2,Barge,691
2020-03-08,Mine B,Plant 1,Truck,558
2022-03-27,Mine B,Plant 3,Truck,777
2021-11-21,Mine B,Plant 2,Rail,232
2021-06-20,Mine A,Plant 1,Barge,291
2019-06-16,Mine D,Plant 4,Rail,464
2018-01-07,Mine D,Plant 2,Truck,355
2017-03-26,Mine D,Plant 4,Rail,280
2019-02-10,Mine D,Plant 4,Rail,842
2017-07-30,Mine D,Plant 3,Rail,962
2021-09-19,Mine A,Plant 3,Rail,723
2020-01-26,Mine A,Plant 2,Rail,252
2019-02-10,Mine D,Plant 2,Barge,673
2022-01-30,Mine D,Plant 2,Barge,552
2018-05-13,Mine B,Plant 1,Barge,945
2020-06-21,Mine B,Plant 1,Truck,134
2017-12-31,Mine D,Plant 1,Truck,249
2021-02-21,Mine A,Plant 2,Truck,116
2022-04-10,Mine C,Plant 1,Barge,527
2018-12-16,Mine D,Plant 3,Barge,734
2017-02-26,Mine B,Plant 2,Barge,809
2021-08-22,Mine C,Plant 2,Barge,484
2017-08-13,Mine D,Plant 2,Rail,930
2019-06-02,Mine D,Plant 4,Rail,318
2019-04-07,Mine C,Plant 3,Truck,470
2020-07-05,Mine C,Plant 3,Barge,679
2021-04-18,Mine A,Plant 2,Truck,675
2022-05-29,Mine B,Plant 3,Truck,586
2018-09-23,Mine B,Plant 1,Barge,150
2021-03-07,Mine C,Plant 4,Barge,408
2021-03-28,Mine D,Plant 4,Barge,374
2021-09-26,Mine B,Plant 3,Rail,579
2018-03-04,Mine A,Plant 4,Barge,302
2021-11-07,Mine B,Plant 2,Barge,783
2017-06-11,Mine D,Plant 3,Rail,556
2021-04-04,Mine B,Plant 2,Rail,168
2021-12-26,Mine C,Plant 4,Truck,500
2018-09-16,Mine A,Plant 2,Barge,874
2018-12-23,Mine A,Plant 1,Barge,416
2017-07-16,Mine D,Plant 3,Rail,822
2018-01-28,Mine D,Plant 1,Barge,728
2018-11-04,Mine D,Plant 3,Truck,145
2019-06-09,Mine A,Plant 4,Barge,697
2019-08-11,Mine D,Plant 3,Rail,295
2020-01-05,Mine C,Plant 3,Truck,264
2022-03-20,Mine C,Plant 1,Barge,248
2021-09-05,Mine C,Plant 1,Truck,849
2020-05-24,Mine A,Plant 4,Rail,143
2021-06-27,Mine B,Plant 2,Rail,906
2019-05-26,Mine D,Plant 1,Barge,878
2018-09-16,Mine B,Plant 1,Rail,488
2021-01-24,Mine B,Plant 4,Rail,443
2022-10-02,Mine A,Plant 1,Barge,657
2020-05-24,Mine B,Plant 4,Truck,702
2018-11-11,Mine B,Plant 3,Rail,149
2018-06-03,Mine D,Plant 3,Truck,867
2022-09-25,Mine C,Plant 3,Rail,336
2019-11-10,Mine C,Plant 4,Truck,811
2017-10-08,Mine D,Plant 2,Rail,575
2021-06-27,Mine C,Plant 2,Rail,895
2022-12-11,Mine C,Plant 1,Barge,659
2019-11-03,Mine D,Plant 4,Truck,408
2022-07-03,Mine D,Plant 4,Barge,172
2022-12-25,Mine B,Plant 1,Rail,328
2017-11-19,Mine D,Plant 1,Truck,532
2019-03-24,Mine A,Plant 1,Barge,316
2018-02-25,Mine B,Plant 3,Truck,502
2020-04-05,Mine B,Plant 3,Barge,158
2020-04-26,Mine C,Plant 4,Truck,434
2017-07-23,Mine B,Plant 3,Barge,405
2022-05-22,Mine B,Plant 1,Barge,995
2017-10-22,Mine D,Plant 4,Truck,852
2020-07-12,Mine C,Plant 4,Barge,485
2019-12-15,Mine A,Plant 3,Rail,439
2017-10-22,Mine D,Plant 3,Barge,533
2019-08-25,Mine B,Plant 2,Barge,280
2020-05-31,Mine B,Plant 4,Rail,773
2019-06-30,Mine D,Plant 4,Truck,630
2017-12-03,Mine D,Plant 4,Rail,870
2019-12-29,Mine D,Plant 1,Rail,801
2017-09-17,Mine D,Plant 4,Truck,194
2019-07-21,Mine A,Plant 1,Truck,966
2019-01-20,Mine B,Plant 4,Truck,759
2017-04-30,Mine B,Plant 1,Rail,300
2021-08-08,Mine B,Plant 2,Truck,358
2019-03-10,Mine D,Plant 4,Rail,219
2019-11-24,Mine C,Plant 4,Rail,368
2021-12-19,Mine C,Plant 3,Truck,626
2017-01-15,Mine B,Plant 3,Truck,437
2021-09-26,Mine C,Plant 1,Barge,898
2020-11-08,Mine D,Plant 3,Truck,238
2019-04-21,Mine C,Plant 2,Truck,399
2019-08-18,Mine D,Plant 2,Truck,367
2019-09-15,Mine D,Plant 2,Rail,994
2020-03-22,Mine A,Plant 2,Rail,516
2017-09-10,Mine C,Plant 1,Truck,243
2022-02-13,Mine B,Plant 3,Rail,736
2020-10-18,Mine D,Plant 4,Barge,513
2019-07-21,Mine C,Plant 3,Truck,224
2017-08-20,Mine B,Plant 4,Rail,985
2021-04-04,Mine A,Plant 4,Rail,414
2018-12-23,Mine D,Plant 2,Truck,279
2017-04-30,Mine B,Plant 4,Truck,833
2022-02-27,Mine C,Plant 1,Truck,787
2019-11-24,Mine B,Plant 2,Truck,374
2022-01-23,Mine A,Plant 1,Barge,863
2017-12-31,Mine D,Plant 4,Rail,464
2020-12-13,Mine C,Plant 3,Barge,351
2020-12-20,Mine C,Plant 1,Barge,597
2017-09-17,Mine D,Plant 2,Truck,199
2021-11-07,Mine D,Plant 3,Barge,768
2022-12-04,Mine C,Plant 4,Truck,967
2022-09-18,Mine A,Plant 4,Barge,767
2019-07-07,Mine B,Plant 2,Barge,514
2022-04-24,Mine C,Plant 1,Truck,305
2022-02-20,Mine C,Plant 4,Rail,906
2020-02-23,Mine D,Plant 3,Barge,984
2020-10-11,Mine A,Plant 4,Truck,817
2022-04-10,Mine C,Plant 1,Barge,142
2019-06-23,Mine C,Plant 2,Rail,840
2019-03-24,Mine D,Plant 4,Barge,723
2018-12-02,Mine B,Plant 3,Rail,804
2019-09-15,Mine C,Plant 2,Barge,426
2020-10-11,Mine B,Plant 3,Rail,772
2019-12-29,Mine B,Plant 3,Barge,352
2017-05-14,Mine D,Plant 1,Barge,791
2021-08-08,Mine D,Plant 1,Truck,731
2020-07-26,Mine A,Plant 3,Barge,877
2022-06-12,Mine D,Plant 1,Truck,668
2019-06-23,Mine C,Plant 2,Barge,448
2017-08-27,Mine B,Plant 2,Barge,966
2022-04-17,Mine C,Plant 1,Truck,638
2020-12-06,Mine B,Plant 4,Rail,172
2022-12-25,Mine A,Plant 3,Rail,870
2018-01-07,Mine C,Plant 3,Barge,158
2022-09-18,Mine A,Plant 2,Barge,158
2022-06-12,Mine B,Plant 4,Truck,108
2022-07-10,Mine A,Plant 3,Truck,404
2019-10-27,Mine A,Plant 3,Rail,585
2022-07-31,Mine A,Plant 1,Truck,213
2022-09-25,Mine C,Plant 2,Truck,174
2022-09-11,Mine D,Plant 2,Barge,466
2020-05-10,Mine B,Plant 2,Truck,540
2018-08-19,Mine A,Plant 2,Truck,207
2021-11-07,Mine B,Plant 4,Barge,354
2019-03-03,Mine C,Plant 3,Barge,336
2018-07-08,Mine D,Plant 4,Truck,413
2018-03-04,Mine C,Plant 3,Rail,822
2017-12-24,Mine B,Plant 4,Barge,739
2022-10-16,Mine B,Plant 4,Truck,252
2021-04-25,Mine B,Plant 4,Truck,851
2017-04-02,Mine C,Plant 3,Truck,255
2019-07-14,Mine A,Plant 1,Rail,989
2017-02-05,Mine A,Plant 4,Rail,221
2022-05-08,Mine D,Plant 2,Barge,699
2019-03-17,Mine A,Plant 4,Barge,672
2018-01-14,Mine A,Plant 4,Rail,288
2018-05-13,Mine A,Plant 4,Barge,439
2022-07-03,Mine D,Plant 4,Rail,579
2019-11-24,Mine A,Plant 1,Barge,692
2021-11-28,Mine B,Plant 1,Rail,432
2019-05-26,Mine B,Plant 1,Truck,800
2017-08-27,Mine D,Plant 1,Rail,159
2020-06-21,Mine A,Plant 1,Truck,366
2022-03-27,Mine A,Plant 4,Rail,791
2017-04-23,Mine D,Plant 2,Barge,937
2019-05-26,Mine D,Plant 3,Rail,446
2017-04-30,Mine C,Plant 4,Truck,253
2022-05-01,Mine B,Plant 2,Rail,691
2017-05-28,Mine D,Plant 1,Truck,104
2019-10-27,Mine D,Plant 4,Truck,966
2017-03-12,Mine B,Plant 1,Rail,419
2018-06-10,Mine A,Plant 2,Rail,178
2018-12-23,Mine A,Plant 4,Barge,779
2017-01-29,Mine A,Plant 4,Barge,144
2022-04-03,Mine B,Plant 3,Truck,720
2017-10-08,Mine B,Plant 4,Truck,804
2018-09-09,Mine A,Plant 2,Truck,165
2022-01-30,Mine A,Plant 4,Truck,515
2022-11-20,Mine C,Plant 4,Rail,249
2018-05-13,Mine B,Plant 1,Truck,798
2022-12-11,Mine D,Plant 3,Truck,613
2018-07-29,Mine B,Plant 1,Truck,326
2017-10-01,Mine B,Plant 2,Truck,790
2017-12-31,Mine D,Plant 3,Truck,710
2021-07-04,Mine C,Plant 3,Rail,688
2021-09-19,Mine A,Plant 1,Rail,586
2017-06-04,Mine D,Plant 1,Rail,650
2017-07-30,Mine B,Plant 2,Barge,147
2019-10-06,Mine A,Plant 3,Barge,330
2022-09-11,Mine D,Plant 3,Barge,632
2020-07-12,Mine C,Plant 3,Rail,320
2018-03-25,Mine C,Plant 3,Barge,651
2019-04-28,Mine A,Plant 3,Barge,407
2020-09-13,Mine A,Plant 2,Truck,147
2020-12-06,Mine B,Plant 4,Truck,845
2017-08-20,Mine A,Plant 3,Truck,719
2017-10-08,Mine A,Plant 2,Truck,951
2017-05-07,Mine D,Plant 2,Barge,204
2019-07-07,Mine D,Plant 2,Rail,423
2017-12-10,Mine D,Plant 1,Rail,943
2021-05-09,Mine C,Plant 3,Rail,405
2018-12-02,Mine C,Plant 3,Barge,519
2019-05-19,Mine C,Plant 4,Rail,334
2017-07-16,Mine C,Plant 4,Truck,768
2017-08-06,Mine A,Plant 2,Truck,102
2018-05-20,Mine C,Plant 3,Barge,398
2018-05-06,Mine C,Plant 1,Rail,216
2018-07-29,Mine B,Plant 2,Rail,387
2019-12-22,Mine A,Plant 4,Rail,623
2017-09-24,Mine D,Plant 2,Rail,773
2019-06-02,Mine D,Plant 2,Truck,911
2022-08-14,Mine C,Plant 3,Barge,460
